,Unnamed: 0,Well ID,S.No,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb),Water Hardness Score,Water Quality,STATE_A&N Islands,STATE_Andhra Pradesh,STATE_Arunachal Pradesh,STATE_Assam,STATE_Bihar,STATE_Chandigarh,STATE_Chhattisgarh,STATE_Delhi,STATE_Gujarat,STATE_Haryana,STATE_Himanchal Pradesh,STATE_Jammu & Kashmir,STATE_Jharkhand,STATE_Madhya Pradesh,STATE_Maharashtra,STATE_Meghalaya,STATE_Odisha,STATE_Punjab,STATE_RAJASTHAN,STATE_TAMIL NADU,STATE_Telangana,STATE_Tripura,STATE_Uttar Pradesh,STATE_Uttrakhand,STATE_West Bengal
10,10,W113551092375801,51,South Andaman,PORT BLAIR,Mamyo,1.150440064264984e-05,8.755125867487505e-07,0.75,0.0045393499865699,0.0,0.0349869451697127,0.0027548209366391,0.0,0.0,0.0037919363108518,0.011001100110011,0.0157790927021696,0.0241587575496117,0.0019222238651486,0.0,0.0448430493273542,0.0894021818882356,0.0058706184098033,0.6232155163926358,0.1384986377088319,Unsafe,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,11,W114317092435901,53,South Andaman,FERRARGUNJ,Mount Harriyat,1.192796087908903e-05,8.76872426618708e-07,0.5,0.0054257319366102,0.0,0.0349869451697127,0.0023140495867768,0.0030357142857142,0.0005714285714285,0.0037919363108518,0.0183351668500183,0.0216962524654832,0.0293356341673856,0.0004435901227266,0.0011862396204033,0.0,0.0894021818882356,0.0063835850669706,0.3571428571428572,0.1745167312499889,Safe,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,12,W175430082071501,68,Visakhapatnam,GUDEM KOTHAVEEDI,Dharakonda,3.308002369633026e-05,7.329656230850505e-07,0.5,0.0110126242277733,0.0,0.0892950391644908,0.0027548209366391,0.0014285714285714,0.0234285714285714,0.0037919363108518,0.033003300330033,0.0374753451676528,0.0379637618636755,0.0019222238651486,0.0023724792408066,0.0,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.2493397865602015,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,13,W175300083260001,69,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-1,3.2994552666295706e-05,7.507636867998412e-07,0.5,0.0204136449100188,0.0,0.0986945169712793,0.0090358126721763,0.0035714285714285,0.0554285714285714,0.0037919363108518,0.0357535753575357,0.04930966469428,0.0345125107851596,0.0104982995711962,0.026097271648873,0.0,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.2647754559548543,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,14,W175300083260002,70,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-2,3.2994552666295706e-05,7.507636867998412e-07,0.5,0.0711791565941445,0.0,0.3629242819843342,0.0328374655647382,0.0285714285714285,0.1062857142857142,0.0037919363108518,0.143014301430143,0.1814595660749507,0.087144089732528,0.0242495933757208,0.166073546856465,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.8109396830907416,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,15,W172255082461501,71,Visakhapatnam,NAKKALLI,Gurrajupeta,3.1280345687922866e-05,7.417799022580896e-07,0.5,0.0738651625033575,0.0,0.3697127937336814,0.0437465564738292,0.0255357142857142,0.0685714285714285,0.0037919363108518,0.143014301430143,0.1972386587771203,0.0785159620362381,0.0405145645423628,0.0308422301304863,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.815012091291377,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,16,W173030082400002,72,Visakhapatnam,KOTAURATLA,Purshotta Puram,3.171248721577751e-05,7.403682615474538e-07,0.75,0.037604082728982,0.0,0.2866840731070496,0.0109090909090909,0.0125,0.0314285714285714,0.0037919363108518,0.0568390172350568,0.0631163708086785,0.0509059534081104,0.025876090492385,0.0130486358244365,0.0896860986547085,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.3665053359949489,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,17,W174536082330201,73,Visakhapatnam,KOYYURU,Pata K.d.peta,3.226804891100206e-05,7.362431788944712e-07,0.75,0.0308890679559495,0.0,0.2485639686684073,0.007823691460055,0.0080357142857142,0.0302857142857142,0.0037919363108518,0.0715071507150715,0.1025641025641025,0.0474547023295944,0.0091675292030164,0.0272835112692763,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.4509745359615933,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,18,W172730082510001,74,Visakhapatnam,S.RAYAVARAM,Rayavaram,3.154154515570843e-05,7.428538882742508e-07,0.75,0.0574805264571582,0.0,0.3185378590078329,0.0328374655647382,0.0142857142857142,0.0131428571428571,0.0037919363108518,0.1063439677301063,0.0552268244575936,0.1121656600517687,0.0323820789590418,0.0094899169632265,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.5979462673562357,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,19,W175904083282801,75,Visakhapatnam,VISAKHAPATNAM(U),Lawson's Bay,3.247249561484469e-05,7.495432481451128e-07,0.5,0.0735965619124362,0.0,0.4971279373368146,0.0296418732782369,0.0241071428571428,0.0137142857142857,0.0037919363108518,0.099009900990099,0.0552268244575936,0.1035375323554788,0.0493863669968948,0.0806642941874258,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.562570943801447,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,20,W174929083162601,76,Visakhapatnam,VISAKHAPATNAM(U),Kancherapalem (Govt. Polytech,3.2484803443169684e-05,7.486848729579537e-07,0.75,0.0306204673650282,0.0,0.235509138381201,0.008595041322314,0.0125,0.0137142857142857,0.0037919363108518,0.0586725339200586,0.0473372781065088,0.0621225194132873,0.0173000147863374,0.0,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.3730455248607499,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,21,W170640082154501,77,Visakhapatnam,VISAKHAPATNAM(U),Pithapuram,3.2420187344463556e-05,7.493886592488471e-07,0.5,0.0185334407735697,0.0,0.1117493472584856,0.007823691460055,0.00625,0.0102857142857142,0.0037919363108518,0.0375870920425375,0.0414201183431952,0.0405522001725625,0.008871802454532,0.0,0.0,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.2698143165654942,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,22,W175407083145101,78,Visakhapatnam,VISAKHAPATNAM(U),Gopalpatnam PZ,3.257882157620767e-05,7.478753153169837e-07,0.75,0.021488047273704,0.0,0.1467362924281984,0.007823691460055,0.0064285714285714,0.0097142857142857,0.0037919363108518,0.0458379171250458,0.0453648915187376,0.0483175150992234,0.0094632559515008,0.0023724792408066,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.3115140407036599,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,23,W180421083274601,79,Visakhapatnam,VISAKHAPATNAM(U),Anandapuram PZ,3.3023954700627593e-05,7.499202280851288e-07,0.5,0.0094010206822455,0.0,0.0861618798955613,0.0015426997245179,0.0023214285714285,0.0028571428571428,0.0037919363108518,0.0192519251925192,0.0276134122287968,0.0276100086281277,0.0034008576075706,0.0189798339264531,0.0,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.1822345659473155,Safe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,24,W174914083182001,80,Visakhapatnam,VISAKHAPATNAM(U),Akkireddipalem PZ,3.239933241313513e-05,7.476976736905732e-07,0.5,0.0209508460918614,0.0,0.1879895561357702,0.0038567493112947,0.00625,0.0028571428571428,0.0037919363108518,0.0375870920425375,0.0355029585798816,0.0440034512510785,0.012568386810587,0.0011862396204033,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.2691715465791258,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,25,W175353082592001,81,Visakhapatnam,BUCHCHAYYAPETA,L.Singavaram,3.275728508691981e-05,7.424023259720012e-07,0.5,0.0255170561375235,0.0,0.2422976501305483,0.0038567493112947,0.0051785714285714,0.0017142857142857,0.0037919363108518,0.0559222588925559,0.0532544378698224,0.0552200172562553,0.0115333431908916,0.0011862396204033,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.3595381654252026,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,26,W180441082255101,82,Visakhapatnam,PENDURTI,Bandavaripalem X road,3.241813603974273e-05,7.393363128627332e-07,0.75,0.0437818963201719,0.0,0.1911227154046997,0.0156473829201101,0.0501785714285714,0.0171428571428571,0.0037919363108518,0.1026769343601026,0.0631163708086785,0.1035375323554788,0.0144906106757356,0.0355871886120996,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.5822948096791593,Unsafe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,27,W175014082404101,83,Visakhapatnam,GOLUGONDA,Naganna Dorapalem,3.237266545176435e-05,7.378256810167694e-07,0.5,0.0228310502283105,0.0,0.2485639686684073,0.0012121212121212,0.0032142857142857,0.0022857142857142,0.0037919363108518,0.0504217088375504,0.0552268244575936,0.0483175150992234,0.0102025728227118,0.0059311981020166,0.0448430493273542,0.0894021818882356,0.0452882155603656,0.6232155163926358,0.3361688730507999,Moderate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,28,W270611093414001,84,PAPUMPARE,Doimukh,Naharlagun I,6.450498636707156e-05,8.898489440215515e-07,0.75,0.0098656997045393,0.0,0.054308093994778,0.003526170798898,0.0026785714285714,0.0228571428571428,0.0037919363108518,0.0284195086175284,0.0157790927021696,0.0439171699741156,0.0020700872393908,0.0071174377224199,0.0,0.0894021818882356,0.0107438016528925,0.6232155163926358,0.2195081286492979,Moderate,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,29,W272730096063001,85,Changlang,Miao circle,Namphai,6.568819260541058e-05,9.226466056158406e-07,0.75,0.0030808487778673,0.0,0.0381201044386423,0.0004407713498622,0.0003571428571428,0.0028571428571428,0.0037919363108518,0.0137513751375137,0.0059171597633136,0.0327868852459016,0.0001922223865148,0.0,0.0,0.0894021818882356,0.0029695069820461,0.6232155163926358,0.1492191289164805,Unsafe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,30,W272500096024501,86,Changlang,Miao circle,Namchik,6.558047517567865e-05,9.207936542876548e-07,0.75,0.0032769272092398,0.0,0.0318537859007832,0.0015625344352617,0.0017857142857142,0.0034285714285714,0.0037919363108518,0.0128346167950128,0.0118343195266272,0.0282139775668679,0.0004435901227266,0.0018979833926453,0.0,0.0894021818882356,0.0031917925334853,0.6232155163926358,0.1452631068407263,Unsafe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,31,W275818095452601,87,Lower Dibang valley,Roing,Kangklong,6.748522443072812e-05,9.1788391156791e-07,0.75,0.0055842062852538,0.0,0.0349869451697127,0.0012121212121212,0.0026607142857142,0.008,0.0037919363108518,0.0082508250825082,0.0157790927021696,0.0207075064710957,0.0020700872393908,0.0106761565836298,0.0,0.0894021818882356,0.005705329153605,0.6232155163926358,0.1243485082869163,Unsafe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,32,W271200095313001,88,Tirap,Khonsa circle,Deomali,6.483520540103061e-05,9.138883038957648e-07,0.5,0.0039323126510878,0.0,0.0224543080939947,0.0019834710743801,0.0025,0.0022857142857142,0.0037919363108518,0.0119178584525119,0.0078895463510848,0.0293356341673856,0.0010350436196954,0.0035587188612099,0.0,0.0894021818882356,0.0039042462239954,0.6232155163926358,0.1399999659639929,Safe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,33,W274000095523001,89,Lohit,Namsai circle,Lathow,6.66912669385312e-05,9.199504532211028e-07,0.5,0.0012624227773301,0.0,0.0287206266318537,0.0012121212121212,0.0005357142857142,0.0,0.0037919363108518,0.0055005500550055,0.009861932938856,0.0207075064710957,0.0023658139878752,0.0023724792408066,0.0,0.0894021818882356,0.0009119407238529,0.6232155163926358,0.1095556088786323,Safe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,34,W270100095280001,90,Tirap,Khonsa circle,Borduria,6.455691514607936e-05,9.13215448944554e-07,0.5,0.0011872146118721,0.0,0.012532637075718,0.0019834710743801,0.0005357142857142,0.0005714285714285,0.0037919363108518,0.0082508250825082,0.0059171597633136,0.0258843830888697,0.0002957267484844,0.0,0.0,0.0894021818882356,0.0007979481333713,0.6232155163926358,0.1209188700726497,Safe,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,35,W270030095280001,91,Tirap,Khonsa circle,Hukanjuri,6.459319930774961e-05,9.135483168074164e-07,0.5,0.0030190706419554,0.0,0.0349869451697127,0.0066115702479338,0.0014285714285714,0.008,0.0037919363108518,0.0284195086175284,0.0059171597633136,0.0491803278688524,0.0010350436196954,0.0047449584816132,0.0,0.0894021818882356,0.0029068110572812,0.6232155163926358,0.2164322436705788,Moderate,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,36,W261210093062301,92,East Kaarbi-Anglong,Raha,Swarghati,6.143752614291712e-05,8.819349267107403e-07,1.0,0.0090760139672307,0.03125,0.1242819843342036,0.0031250688705234,0.0,0.0074285714285714,0.0037919363108518,0.0339200586725339,0.0473372781065088,0.0336496980155306,0.0028094041106018,0.0164887307236061,0.0313901345291479,0.0894021818882356,0.0106925049871758,0.6232155163926358,0.2563069571299474,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,37,W261113092440601,93,Nagaon,Kathiatoli,Kathiatoli,6.138719327898212e-05,8.764617867093859e-07,1.0,0.0135750738651625,0.0234375,0.1211488250652741,0.0085939393939393,0.0080357142857142,0.0074285714285714,0.0037919363108518,0.0375870920425375,0.0453648915187376,0.0388265746333045,0.0071861599881709,0.0272835112692763,0.0448430493273542,0.0894021818882356,0.0164263322884012,0.6232155163926358,0.2726011847933924,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,38,W261418091443401,94,Kamrup Metro,NorthGuwahati,Dirgheswari,6.156098425942433e-05,8.634053530849709e-07,1.0,0.0099301638463604,0.0390625,0.1275195822454308,0.0058402203856749,0.0033928571428571,0.0,0.0037919363108518,0.0375870920425375,0.0335305719921104,0.0448662640207075,0.0055892355463551,0.0094899169632265,0.0807174887892376,0.0894021818882356,0.0107609005414648,0.6232155163926358,0.2677781124651767,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,39,W260101093225401,95,Karbi Anglong,Bokajan,Terangaon,6.0821184972582653e-05,8.856693183378375e-07,0.9249999999999998,0.0066075745366639,0.015625,0.1018276762402088,0.0015625344352617,0.0014285714285714,0.0,0.0037919363108518,0.0265859919325265,0.0433925049309664,0.0267471958584987,0.0017743604909064,0.0415183867141162,0.0448430493273542,0.0894021818882356,0.007609005414648,0.6232155163926358,0.2181447653472606,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,40,W261210093080001,96,East Kaarbi-Anglong,Howraghat,Langhing,6.143752614291712e-05,8.823003048896959e-07,0.9249999999999998,0.0066908407198495,0.015625,0.0731070496083551,0.0031250688705234,0.0019642857142857,0.0177142857142857,0.0037919363108518,0.022002200220022,0.0315581854043392,0.0284728213977566,0.0041401744787816,0.0046263345195729,0.0448430493273542,0.0894021818882356,0.0077058991165574,0.6232155163926358,0.19563403124165,Unsafe,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,41,W254600093103001,97,Nagaon,Lanka,Lumding,5.991966389850786e-05,8.828594918459214e-07,1.0,0.0145098039215686,0.0546875,0.1436031331592689,0.004297520661157,0.0046428571428571,0.0102857142857142,0.0037919363108518,0.0403373670700403,0.0433925049309664,0.0431406384814495,0.006653851840899,0.0118623962040332,0.0448430493273542,0.0894021818882356,0.0172356796808207,0.6232155163926358,0.2853578801013589,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,42,W261229093035601,98,East Kaarbi-Anglong,Samelangso,Dokmoka,6.14565195152114e-05,8.813812092181483e-07,1.0,0.0053129196884233,0.03125,0.0798955613577023,0.0012121212121212,0.0014285714285714,0.0131428571428571,0.0037919363108518,0.0201686835350201,0.0355029585798816,0.0241587575496117,0.003696584356055,0.0059311981020166,0.0448430493273542,0.0894021818882356,0.0060302080364776,0.6232155163926358,0.1878083024031119,Unsafe,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,43,W230530080300001,99,East Kaarbi-Anglong,Howraghat,Manikpur,6.159802159181127e-05,8.824773438906195e-07,1.0,0.0127397260273972,0.0390625,0.1530026109660574,0.0054688705234159,0.0017857142857142,0.0062857142857142,0.0037919363108518,0.0256692335900256,0.0256410256410256,0.0353753235547886,0.0097146236877125,0.0450771055753262,0.0448430493273542,0.0894021818882356,0.0152408093473924,0.6232155163926358,0.2091413906771972,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,44,W261453091412401,100,Kamrup,Bejera,Dhobartari,6.159279828622379e-05,8.627314751349588e-07,1.0,0.0120735965619124,0.03125,0.1242819843342036,0.0171878787878787,0.0021428571428571,0.0002857142857142,0.0037919363108518,0.032086541987532,0.0512820512820512,0.0292493528904227,0.0116812065651338,0.0576512455516014,0.0493273542600896,0.0894021818882356,0.0132117412368196,0.6232155163926358,0.248127475055861,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,45,W262406092483001,101,Nagaon,Samulguri,Pahukata,6.211844512093625e-05,8.779044657514932e-07,1.0,0.0195568090249798,0.0546875,0.2328981723237597,0.0098071625344352,0.0039285714285714,0.0,0.0037919363108518,0.0605060506050605,0.0552268244575936,0.0595340811044003,0.0072453053378678,0.0604982206405694,0.0448430493273542,0.0894021818882356,0.0236249643773154,0.6232155163926358,0.3821567936720252,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,46,W261800092470001,102,Nagaon,Brahmpur,Bamuni Tinali,6.175376895404493e-05,8.776784585480088e-07,1.0,0.0083830244426537,0.015625,0.0798955613577023,0.004297520661157,0.0035714285714285,0.0,0.0037919363108518,0.0192519251925192,0.029585798816568,0.0258843830888697,0.0032529942333284,0.0400948991696322,0.0448430493273542,0.0894021818882356,0.009866058706184,0.6232155163926358,0.1800904677057857,Unsafe,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,47,W262500092370001,103,Nagaon,Nagaon,Telia bebejia,6.225234984861842e-05,8.756104930497189e-07,1.0,0.0076980929358044,0.03125,0.0924281984334203,0.0027548209366391,0.0021428571428571,0.0,0.0037919363108518,0.0238357169050238,0.0355029585798816,0.0284728213977566,0.003696584356055,0.0130486358244365,0.0448430493273542,0.0894021818882356,0.0088914220575662,0.6232155163926358,0.205495964180506,Moderate,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,48,W260418092123701,104,Morigaon,Mayong,Silsang Namghar,6.116022017234771e-05,8.716892684014935e-07,1.0,0.0057614826752618,0.0078125,0.048041775456919,0.0027548209366391,0.0019642857142857,0.0,0.0037919363108518,0.022002200220022,0.0276134122287968,0.0301984469370146,0.0002957267484844,0.0094899169632265,0.0448430493273542,0.0894021818882356,0.0063892846964947,0.6232155163926358,0.1928471630137518,Unsafe,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,49,W261015091350501,105,Kamrup,Hajo,Sualkuchi,6.131672685921222e-05,8.611121338006591e-07,1.0,0.0307010475423045,0.046875,0.2835509138381201,0.0160165289256198,0.0008571428571428,0.0011428571428571,0.0037919363108518,0.0788412174550788,0.0710059171597633,0.0724762726488352,0.0141948839272512,0.0865954922894424,0.0448430493273542,0.0894021818882356,0.0340837845540039,0.6232155163926358,0.4746675107596325,Unsafe,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
